lon,lat,gravity_anomaly_base_mgal,aire_libre_mgal,bouguer_mgal,altura_m,gradiente_mgal_km
-76.41,4.22,66.6823159000001,707.335915900015,474.899226461843,2076.00000000005,19.2928382457199
-76.41,4.27,66.81480833,769.558728329983,514.594937776717,2277.19999999995,6.45325307055557
-76.41,4.32,67.1223694,637.2176654,430.380361642538,1847.36,12.6396958845647
-76.41,4.37,67.37108877,570.71003277,388.092721622973,1631.04,15.2192584537774
-76.41,4.42,67.71255389,402.60527389,281.102241434172,1085.2,27.6446823600991
-76.41,4.47,67.9861926799998,307.731360680045,220.748983372358,776.880000000146,13.8408100499361
-76.41,4.52,67.8738755999999,625.082035599956,422.92033692485,1805.59999999986,4.64574000028637
-76.41,4.57,68.27342514,387.19300914,271.485218998873,1033.44,22.8846768697198
-76.41,4.62,68.52656627,302.59349427,217.671249469874,758.48,7.32182726944478
-76.41,4.67,68.70379963,292.43879963,211.265100283819,725,9.60171588975438
-76.41,4.72,68.89356714,261.86731914,191.854163725995,625.32,5.76251721453807
-76.41,4.77,68.92426047,388.38698047,272.482134175978,1035.2,3.4747165089612
-76.41,4.82,69.1618655200001,290.193529520014,210.000632389377,716.240000000044,8.61131415570689
-76.41,4.87,69.3335988099999,250.29663881001,184.641111504351,586.400000000032,4.36578837860873
-76.41,4.92,69.48989092,215.05033892,162.239289943991,471.68,5.52436612783856
-76.41,4.97,69.6192631,194.8985191,149.445726015068,405.96,3.80329336072496
-76.41,5.02,69.75771074,152.20328674,122.291058440241,267.16,5.47907637188912
-76.41,5.07,69.80488774,186.887727740006,144.408691144223,379.40000000002,6.79359608573107
-76.41,5.12,69.8809603399999,176.755312340022,137.980035708884,346.32000000007,11.2366826034669
-76.41,5.17,69.92147045,185.48599845,143.557823372541,374.48,9.58861752860741
-76.41,5.22,69.90622299,231.90887899,173.132402839971,524.96,13.6265602603805
-76.41,5.27,70.02425259,127.48557259,106.637927323436,186.2,7.36056948315718
-76.41,5.32,70.0281787000001,116.700842700005,99.767449197774,151.240000000017,3.39967198491299
-76.41,5.37,69.9906507700001,126.217570770007,105.817780396385,182.200000000024,5.30155591972814
-76.41,5.42,69.95397134,113.38016334,97.6246282062144,140.72,3.09032340207777
-76.41,5.47,69.88673484,108.15313484,94.2696331587222,124,4.50749881204167
-76.41,5.52,69.78359454,114.82685054,98.4846254964572,145.96,4.69974616215681
-76.41,5.57,69.6527232300001,124.484771230002,104.591056885409,177.680000000007,3.27431516702837
-76.41,5.62,69.5090377800001,121.625405780001,102.716972199886,168.880000000003,1.5586031671699
-76.41,5.67,69.32441279,133.05648479,109.933736667278,206.52,3.59917397279672
-76.41,5.72,69.0945913,162.2794473,128.470881431624,301.96,6.61863365936953
-76.41,5.77,68.82246623,205.87789823,156.152569466378,444.12,7.72837184631648
-76.41,5.82,68.5352179200001,236.339553919997,175.45815977313,543.759999999991,9.50689692942046
-76.41,5.87,68.2647487100002,221.009404710009,165.59184025706,494.96000000003,9.77471019787223
-76.41,5.92,67.98626151,183.53844551,141.614748981471,374.44,0.91675161661615
-76.41,5.97,67.5863827,237.3534147,175.759931273351,550.12,3.23878608791816
-76.41,6.02,67.2451441,200.6837841,152.270670172706,432.4,3.7922110140693
-76.41,6.07,66.7602183000001,278.385754299991,201.605511453599,685.759999999972,3.61362297080988
-76.41,6.12,66.40391371,191.423945710011,146.065202152594,405.120000000036,0.939080960642877
-76.41,6.17,65.84598937,279.48359737,201.973351048105,692.28,2.18875270137101
-76.41,6.22,65.43536027,179.66673627,138.222244476921,370.16,6.17712448274486
-76.41,6.27,64.83263129,247.33867129,181.123325368164,591.4,16.7143798014858
